SAMPID	CD276_tpm	Histology
TH06_0621_S01	35.1599999999884	Osteosarcoma
TH06_0622_S01	163.419999999432	Neuroblastoma
TH06_0623_S01	68.7999999998892	Alveolar RMS
TH06_0628_S01	105.480000000209	Neuroblastoma
TH06_0630_S01	112.220000000245	Osteosarcoma
TH06_0632_S01	173.869999999645	Wilms tumor
TH06_0634_S01	649.029999998094	Osteosarcoma
TH06_0649_S01	183.189999999803	Neuroblastoma
TH06_1171_S01	115.100000000145	Ewing sarcoma
TH06_1172_S01	136.650000000172	Osteosarcoma
TH06_1174_S01	111.539999999779	Alveolar RMS
TH27_0689_S01	176.089999999509	Osteosarcoma
TH27_0690_S01	209.47999999983	Neuroblastoma
TH27_0691_S01	47.6999999998319	Ewing sarcoma
TH27_0692_S01	77.1199999998881	Neuroblastoma
TH27_0693_S01	428.920000000464	Osteosarcoma
TH27_0695_S01	249.409999999746	Osteosarcoma
TH27_0696_S01	44.259999999932	Ewing sarcoma
TH27_0697_S01	49.3199999998408	Hepatoblastoma
TH27_0698_S01	253.039999999292	Osteosarcoma
TH27_0699_S01	216.140000000155	Osteosarcoma
TH27_0699_S02	240.799999999705	Osteosarcoma
TH27_0699_S03	237.929999999213	Osteosarcoma
TH27_0702_S01	101.720000000172	Alveolar RMS
TH27_0703_S01	153.44999999997	Osteosarcoma
TH27_0703_S02	156.93000000019	Osteosarcoma
TH27_0705_S01	257.379999999618	Hepatoblastoma
TH27_1157_S01	76.959999999829	Alveolar RMS
TH27_1157_S02	54.3499999998392	Alveolar RMS
TH27_1157_S03	110.090000000149	Alveolar RMS
TH27_1159_S01	156.950000000054	Osteosarcoma
TH27_1164_S01	77.0300000000312	Embryonal RMS
TH27_1164_S02	195.030000000419	Embryonal RMS
TH27_1168_S01	62.6700000000392	Ewing sarcoma
TH27_1169_S01	271.729999999202	Osteosarcoma
TH27_1246_S01	13.8400000000403	Ewing sarcoma
TH27_1247_S01	65.8000000001533	Ewing sarcoma
TH27_1266_S01	28.6199999999154	Ewing sarcoma
TH27_1267_S01	200.53999999987	Osteosarcoma
TH27_1269_S01	396.009999999794	RMS
TH27_1270_S01	68.4600000001268	Ewing sarcoma
TH27_1271_S01	220.219999999962	Osteosarcoma
